zip_code,latitude,longitude
60939,40.56696,-87.77714
60940,41.25188,-87.64259
60941,41.03865,-88.0859
60942,40.46678,-87.66134
60945,40.8315,-87.59236
60946,40.91307,-88.20072
60948,40.52413,-88.07698
60949,40.38042,-88.10239
60950,41.25135,-87.88494
60951,40.91721,-87.74757
60952,40.56373,-88.25142
60953,40.62854,-87.6894
60954,41.15446,-87.62827
60955,40.7004,-87.98008
60956,40.96775,-87.7163
60957,40.44037,-88.13977
60958,41.06523,-87.5916
60959,40.7895,-88.1832
60960,40.43879,-87.89132
60961,41.10611,-88.23098
60962,40.62248,-88.18442
60963,40.36848,-87.65115
60964,41.03401,-87.7418
60966,40.75144,-87.58321
60967,40.6241,-87.58123
60968,40.6746,-88.12049
60969,41.11101,-88.14975
60970,40.79221,-87.74039
60973,40.53654,-87.66265
60974,40.71807,-87.73588
61001,42.4612,-90.12226
61006,41.86078,-89.20836
61007,42.19941,-89.59109
61008,42.24579,-88.83949
61010,42.136,-89.26751
61011,42.38926,-88.91266
61012,42.40749,-88.75446
61013,42.37544,-89.63623
61014,41.97501,-89.8865
61015,41.99443,-89.20011
61016,42.19761,-88.94704
61018,42.41599,-89.55558
61019,42.44093,-89.40863
61020,42.11035,-89.09807
61021,41.82908,-89.47764
61024,42.43629,-89.29183
61025,42.46958,-90.55904
61027,42.3333,-89.75553
61028,42.29366,-90.16935
61030,42.11578,-89.58898
61031,41.83263,-89.31626
61032,42.31509,-89.63598
61036,42.4172,-90.39816
61037,41.7882,-89.75978
61038,42.26344,-88.73586
61039,42.20805,-89.46931
61041,42.272,-90.3202
61042,41.68819,-89.56015
61043,42.06676,-89.10499
61044,42.32336,-89.9099
61046,42.10404,-89.81329
61047,42.15305,-89.39597
61048,42.38524,-89.83526
61049,42.04417,-89.00753
61050,42.43932,-89.7319
61051,41.98289,-89.7619
61052,42.11146,-89.00011
61053,42.11506,-89.98335
61054,42.05573,-89.44548
61057,41.83357,-89.38401
61059,42.45465,-89.94084
61060,42.47876,-89.61819
61061,41.99851,-89.33819
61062,42.25254,-89.84263
61063,42.31305,-89.34691
61064,41.9893,-89.5873
61065,42.40786,-88.82747
61067,42.30472,-89.47454
61068,41.94928,-89.0652
61070,42.41571,-89.47177
61071,41.72599,-89.70006
61072,42.44661,-89.14109
61073,42.42434,-88.99346
61074,42.12615,-90.13061
61075,42.46546,-90.26444
61077,42.24012,-89.34806
61078,42.16729,-89.73062
61079,42.44681,-89.20955
61080,42.47992,-88.98989
61081,41.84425,-89.73613
61084,42.11843,-89.18867
61085,42.34268,-90.03077
61087,42.48046,-89.99351
61088,42.26995,-89.25509
61089,42.47349,-89.82335
61091,41.90818,-89.55234
61101,42.33727,-89.14725
61102,42.22995,-89.15632
61103,42.3453,-89.08271
61104,42.25186,-89.07911
61107,42.28344,-89.00348
61108,42.25515,-89.00236
61109,42.1924,-89.05392
61111,42.33538,-89.00369
61112,42.24193,-88.97523
61114,42.30854,-88.9892
61115,42.36365,-89.02869
61201,41.47799,-90.57608
61230,41.74074,-90.21447
61231,41.2128,-90.72294
61232,41.43168,-90.72734
61233,41.29464,-90.29129
61234,41.41804,-89.91947
61235,41.39972,-90.0237
61236,41.51242,-90.35586
61237,41.34175,-90.86221
61238,41.28727,-90.17647
61239,41.49479,-90.38966
61240,41.42579,-90.4325
61241,41.48782,-90.31997
61242,41.70363,-90.27858
61243,41.61849,-89.6784
61244,41.52138,-90.39424
61250,41.65884,-90.10081
61251,41.72909,-90.07291
61252,41.8435,-90.12272
61254,41.46692,-90.15551
61256,41.56017,-90.40151
61257,41.59025,-90.22322
61258,41.52185,-89.91396
61259,41.38839,-90.92733
61260,41.24141,-90.88407
61261,41.72928,-89.91166
61262,41.27799,-90.35699
61263,41.26409,-90.59878
61264,41.39765,-90.59452
61265,41.48195,-90.48895
61270,41.82971,-89.9656
61272,41.24817,-91.00865
61273,41.36426,-90.39907
61274,41.37031,-90.27666
61275,41.60016,-90.29781
61276,41.31667,-90.57638
61277,41.60425,-89.93251
61278,41.57938,-90.34138
61279,41.32574,-90.72863
61281,41.3009,-90.51992
61282,41.49673,-90.41172
61283,41.59094,-89.78854
61284,41.3927,-90.74874
61285,41.98307,-90.0811
61301,41.39368,-89.07827
61310,41.69815,-89.34769
61311,41.04018,-88.86219
61312,41.43403,-89.22544
61313,41.07237,-88.66993
61314,41.29745,-89.67474
61315,41.2865,-89.36477
61316,41.25718,-89.12538
61317,41.43201,-89.20813
61318,41.71202,-89.08039
61319,41.01291,-88.73942
61320,41.3553,-89.17047
61321,40.96754,-88.97621
61322,41.3185,-89.30566
61323,41.43544,-89.39605
61324,41.76994,-89.4136
61325,41.23673,-88.80973
61326,41.25276,-89.22083
61327,41.22827,-89.30876
61328,41.50924,-89.459
61329,41.37709,-89.20791
61330,41.53602,-89.27756
61331,41.74771,-89.27754
61332,41.18884,-88.98456
61333,40.98845,-88.88931
61334,41.14731,-89.09935
61335,41.16141,-89.23228
61336,41.1073,-89.21727
61337,41.43827,-89.3171
61338,41.47014,-89.66517
61340,41.26396,-89.25123
61341,41.34015,-88.69246
61342,41.54089,-89.0938
61344,41.41245,-89.8344
61345,41.27981,-89.78878
61346,41.50659,-89.7199
61348,41.2812,-89.03685
61349,41.55295,-89.44192
61350,41.37152,-88.86157
61353,41.6967,-88.99623
61354,41.33158,-89.14281
61356,41.38914,-89.43406
61358,40.98166,-89.04299
61359,41.36341,-89.26962
61360,41.33439,-88.60522
61361,41.40913,-89.76778
61362,41.35138,-89.22819
61363,41.25425,-89.18248
61364,41.12822,-88.85097
61367,41.62611,-89.26221
61368,41.26113,-89.51981
61369,40.9827,-89.15397
61370,41.20854,-89.03476
61371,41.49936,-89.01986
61372,41.46582,-89.08239
61373,41.4004,-88.99456
61374,41.5473,-89.35759
61375,41.03254,-89.24688
61376,41.54065,-89.60726
61377,41.05847,-89.04444
61378,41.72614,-89.158
61379,41.38144,-89.61077
61401,40.94451,-90.38888
61402,40.93993,-90.40627
61410,40.79779,-90.40703
61411,40.40105,-90.50544
61412,41.07092,-90.58853
61413,41.19135,-90.37227
61414,41.12597,-90.15495
61415,40.65425,-90.42801
61416,40.49592,-90.56308
61417,40.77222,-90.54413
61418,40.84714,-90.86492
61419,41.19982,-90.11751
61420,40.5491,-90.86679
61421,41.1792,-89.65083
61422,40.55084,-90.53113
61423,40.8855,-90.50232
61424,41.07671,-89.63513
61425,40.76297,-91.04575
61426,41.11964,-89.70601
61427,40.49823,-90.19319
61428,40.93262,-90.10977
61430,40.94393,-90.31135
61431,40.60315,-90.2776
61432,40.65055,-90.16086
61433,40.55749,-90.16866
61434,41.17387,-90.03598
61435,40.99559,-90.5686
61436,40.86067,-90.21739
61437,40.84911,-90.98905
61438,40.58538,-90.64942
61439,41.02923,-90.35019
61440,40.3079,-90.59786
61441,40.33957,-90.29336
61442,41.10237,-90.92303
61443,41.25972,-89.94242
61447,40.87105,-90.76674
61448,40.93385,-90.24374
61449,41.08926,-89.97051
61450,40.57629,-90.98088
61451,40.94117,-89.93555
61452,40.23836,-90.66022
61453,41.01345,-90.76322
61454,40.68152,-91.04535
61455,40.44047,-90.65115
61458,40.78027,-90.18107
61459,40.50497,-90.41453
61460,40.72159,-90.82774
61462,40.91014,-90.65176
61465,41.20618,-90.46744
61466,41.11103,-90.48222
61467,41.07115,-90.24338
61468,41.2565,-90.38751
61469,40.96262,-90.91066
61470,40.60613,-90.50623
61471,40.69583,-90.82507
61472,41.10327,-90.38345
61473,40.70914,-90.64975
61474,40.73419,-90.39724
61475,40.5969,-90.7527
61476,41.09191,-90.83259
61477,40.4945,-90.31402
61478,40.75633,-90.76035
61479,41.00192,-89.63939
61480,40.72323,-90.91827
61482,40.39362,-90.40766
61483,41.08157,-89.87186
61484,40.29696,-90.44153
61485,41.01677,-90.09764
61486,41.19609,-90.57614
61488,41.03004,-90.32071
61489,40.93462,-90.02664
61490,41.18263,-90.26518
61491,41.05982,-89.72525
61501,40.22797,-90.31233
61516,40.85555,-89.13197
61517,40.823,-89.85155
61519,40.46463,-90.09309
61520,40.54197,-90.02156
61523,40.91751,-89.53562
61524,40.49125,-90.03468
61525,40.84776,-89.67047
61526,40.92899,-89.62599
61528,40.7757,-89.7227
61529,40.7809,-89.93673
61530,40.71146,-89.26287
61531,40.68291,-90.03482
61532,40.34851,-89.80692
61533,40.58736,-89.84029
61534,40.41499,-89.66464
61535,40.58578,-89.52316
61536,40.69051,-89.78688
61537,41.11607,-89.47035
61539,40.55375,-89.77561
61540,41.01856,-89.36867
61541,40.98039,-89.23497
61542,40.38487,-90.13402
61543,40.42213,-89.96842
61544,40.69753,-90.24273
61545,40.86837,-89.35253
61546,40.45212,-89.80172
61547,40.60962,-89.73847
61548,40.80887,-89.41311
61550,40.61054,-89.44049
61552,40.82133,-89.56496
61553,40.62136,-90.02686
61554,40.54441,-89.62181
61559,40.92101,-89.77438
61560,41.18581,-89.40077
61561,40.80582,-89.20475
61562,40.88102,-89.50144
61563,40.4931,-90.05108
61564,40.49848,-89.65624
61565,41.032,-89.50718
61567,40.35077,-89.89899
61568,40.50484,-89.47876
61569,40.67788,-89.89324
61570,40.91933,-89.31578
61571,40.70506,-89.42294
61572,40.79768,-90.0343
61602,40.68005,-89.60395
61603,40.7122,-89.57465
61604,40.70525,-89.65297
61605,40.6765,-89.63317
61606,40.70011,-89.61187
61607,40.62895,-89.68627
61610,40.64294,-89.59882
61611,40.71185,-89.53469
61614,40.75872,-89.60486
61615,40.78088,-89.63102
61616,40.74682,-89.57195
61625,40.6978,-89.61455
61701,40.47697,-88.99278
61704,40.46951,-88.94281
61705,40.46099,-88.99981
61720,40.55228,-88.50498
61721,40.35349,-89.32238
61722,40.42018,-88.63049
61723,40.26139,-89.26703
61724,40.33418,-88.52654
61725,40.61201,-89.11717
61726,40.74013,-88.70014
61727,40.14701,-88.95245
61728,40.57546,-88.62539
61729,40.62799,-89.22393
61730,40.53262,-88.73437
61731,40.61255,-88.48386
61732,40.53123,-89.20646
61733,40.62421,-89.33573
61734,40.37431,-89.52549
61735,40.20561,-88.81072
61736,40.40335,-88.83804
61737,40.45646,-88.73331
61738,40.74925,-89.02821
61739,40.73342,-88.51938
61740,40.88779,-88.86397
61741,40.76045,-88.40057
61742,40.63341,-89.27322
61743,40.87805,-88.78142
61744,40.74377,-88.88118
61745,40.32152,-88.96684
61747,40.4174,-89.43295
61748,40.61483,-88.98898
61749,40.09209,-89.10943
61750,40.12251,-88.8557
61751,40.21455,-89.29926
61752,40.33703,-88.76168
61753,40.63568,-88.78883
61754,40.3287,-89.15744
61755,40.52661,-89.33909
61756,40.03311,-88.96368
61759,40.4347,-89.32418
61760,40.88713,-89.03263
61761,40.52503,-88.95152
61764,40.88343,-88.6263
61769,40.88106,-88.39804
61770,40.43965,-88.52457
61771,40.70725,-89.14184
61772,40.386,-89.06351
61773,40.57209,-88.37605
61774,40.42945,-89.20145
61775,40.64971,-88.37069
61776,40.5713,-88.86706
61777,40.243,-88.93948
61778,40.22575,-89.09104
61801,40.10937,-88.21175
61802,40.12288,-88.14863
61810,39.91019,-87.91837
61811,40.29531,-87.62162
61812,40.25869,-87.88989
61813,39.90933,-88.55796
61814,40.23191,-87.57018
61815,40.11075,-88.3679
61816,39.92444,-88.00398
61817,40.03088,-87.71991
61818,39.88455,-88.71798
61820,40.112,-88.24423
61821,40.11041,-88.27611
61822,40.13693,-88.30453
61830,40.01122,-88.72926
61831,40.22623,-87.79705
61832,40.13186,-87.63256
61833,40.09914,-87.64718
61834,40.16428,-87.64028
61839,40.13184,-88.63694
61840,40.29663,-88.30187
61841,40.02775,-87.82459
61842,40.23889,-88.66411
61843,40.31593,-88.38053
61844,40.14431,-87.8711
61845,40.37308,-88.40076
61846,39.97601,-87.61222
61847,40.31148,-88.01581
61848,40.30694,-87.70096
61849,40.01145,-87.96185
61850,39.9301,-87.74346
61851,39.96507,-88.43544
61852,39.89951,-88.07277
61853,40.22344,-88.41555
61854,40.20654,-88.52129
61855,39.92438,-88.66056
61856,40.02838,-88.58211
61857,40.11862,-87.84337
61858,40.13166,-87.76438
61859,40.15065,-87.96163
61862,40.30474,-87.95103
61863,39.90575,-88.28194
61864,39.97989,-88.14437
61865,40.30362,-87.80047
61866,40.31148,-88.15837
61870,39.90325,-87.61562
61871,40.19118,-87.97925
61872,39.93586,-88.38018
61873,40.14069,-88.03817
61874,40.05062,-88.26078
61875,40.10421,-88.42267
61876,39.90534,-87.8398
61877,39.99456,-88.07764
61878,40.23953,-88.14945
61880,39.97482,-88.2458
61882,40.11203,-88.75969
61883,40.03494,-87.63992
61884,40.09115,-88.48266
61910,39.67283,-88.30035
61911,39.70452,-88.47068
61912,39.52825,-88.03357
61913,39.82657,-88.47156
61914,39.63409,-88.76783
61917,39.71746,-87.8941
61919,39.7789,-88.13727
61920,39.50415,-88.16448
61924,39.79269,-87.6506
61925,39.72444,-88.83548
61928,39.45524,-88.50284
61929,39.82338,-88.62271
61930,39.67935,-88.12899
61931,39.59067,-88.35883
61932,39.79968,-87.87493
61933,39.55099,-87.91502
61936,39.80319,-88.72684
61937,39.73872,-88.65542
61938,39.48004,-88.37571
61940,39.80395,-87.81249
61941,39.80457,-88.07505
61942,39.81515,-88.00818
61943,39.6608,-88.0248
61944,39.59969,-87.70146
61949,39.65753,-87.85844
61951,39.59118,-88.5865
61953,39.79803,-88.28991
61955,39.58162,-87.5875
61956,39.8537,-88.14433
61957,39.4397,-88.60495
62001,38.87971,-89.74562
62002,38.93988,-90.12829
62006,39.06433,-90.66714
62009,39.09351,-89.79856
62010,38.91944,-90.04789
62011,39.12862,-89.21755
62012,39.04225,-90.15027
62013,38.96421,-90.56518
62014,39.04313,-89.94999
62015,39.22011,-89.54203
62016,39.29517,-90.41462
62017,39.06597,-89.36945
62018,38.90847,-90.08574
62019,39.01598,-89.45195
62021,38.97797,-89.981
62022,39.00139,-90.32972
62023,39.10794,-89.78278
62024,38.88343,-90.08879
62025,38.83004,-89.93298
62026,38.79062,-90.00394
62027,39.24686,-90.55725
62028,38.95932,-90.35353
62030,39.15463,-90.16445
62031,39.1123,-90.53355
62032,39.1158,-89.28833
62033,39.13561,-89.84447
62034,38.75639,-89.96897
62035,38.96375,-90.23917
62036,38.91866,-90.59079
62037,39.00826,-90.4664
62040,38.71592,-90.10078
62044,39.36618,-90.20907
62045,39.26297,-90.70921
62046,38.88935,-89.84397
62047,39.13314,-90.62273
62048,38.77004,-90.13895
62049,39.1295,-89.48572
62050,39.43734,-90.55544
62051,39.20309,-89.40244
62052,39.11179,-90.32004
62053,39.31572,-90.65763
62054,39.2012,-90.34693
62056,39.1765,-89.67165
62058,38.96793,-89.76491
62059,38.65434,-90.17097
62060,38.67664,-90.14686
62061,38.79077,-89.77624
62062,38.72719,-89.96253
62063,39.1982,-90.14836
62067,38.92961,-89.98837
62069,39.08892,-89.74044
62074,38.95594,-89.68338
62075,39.30143,-89.29676
62076,39.34186,-89.23383
62077,39.03133,-89.51605
62078,39.47984,-90.48686
62079,39.11457,-90.12642
62080,39.14115,-89.10569
62081,39.26262,-90.23452
62082,39.49392,-90.32157
62083,39.35122,-89.19842
62084,38.84082,-90.06365
62085,39.07839,-89.80308
62086,38.98302,-89.58556
62087,38.81754,-90.06767
62088,39.01318,-89.79764
62089,39.12111,-89.48673
62090,38.66925,-90.17044
62091,39.05594,-89.61222
62092,39.41839,-90.41291
62093,39.06858,-89.84573
62094,39.2441,-89.34871
62095,38.86307,-90.07545
62097,38.93719,-89.85507
62098,39.38377,-90.29946
62201,38.63567,-90.14162
62203,38.60223,-90.07534
62204,38.63033,-90.09642
62205,38.60259,-90.11469
62206,38.56796,-90.16981
62207,38.58327,-90.12544
62208,38.59641,-90.00528
62214,38.37682,-89.60529
62215,38.50672,-89.60515
62216,38.62559,-89.60313
62217,38.1732,-89.83954
62218,38.52069,-89.47738
62219,38.60371,-89.43698
62220,38.47247,-89.98704
62221,38.51187,-89.89922
62223,38.53491,-90.06027
62225,38.54065,-89.85503
62226,38.53634,-90.00057
62230,38.63855,-89.52742
62231,38.64402,-89.32642
62232,38.63266,-90.00509
62233,37.93719,-89.78842
62234,38.68214,-89.9815
62236,38.43391,-90.21141
62237,38.1916,-89.57046
62238,38.04499,-89.5319
62239,38.528,-90.1803
62240,38.52084,-90.21011
62241,38.01474,-89.88845
62242,38.09257,-89.94339
62243,38.41841,-89.88978
62244,38.19142,-90.1965
62245,38.54783,-89.57446
62246,38.88834,-89.42533
62248,38.30543,-89.99341
62249,38.75469,-89.66436
62250,38.54042,-89.26436
62253,38.77554,-89.29738
62254,38.6098,-89.81901
62255,38.31244,-89.77842
62256,38.22623,-90.23152
62257,38.28048,-89.73262
62258,38.46014,-89.77287
62260,38.46097,-90.09891
62261,38.01218,-89.99774
62262,38.9371,-89.26916
62263,38.33168,-89.39706
62264,38.31612,-89.90721
62265,38.50808,-89.67797
62266,38.47481,-89.64988
62268,38.27208,-89.52612
62269,38.59844,-89.91294
62271,38.44028,-89.52209
62272,38.00241,-89.61562
62273,38.78673,-89.58389
62274,38.09312,-89.40064
62275,38.81507,-89.54496
62277,38.09844,-90.11081
62278,38.20528,-89.99116
62279,38.13796,-90.13695
62280,37.83179,-89.65952
62281,38.70405,-89.78288
62282,38.35644,-89.71334
62284,38.86867,-89.31107
62285,38.38845,-90.00773
62286,38.11756,-89.7154
62288,37.99267,-89.69106
62289,38.59788,-89.75096
